Company Name,Sector,Stage,Amount,Location,Founded,Investor,Funding Year,Startup_Age,label,above_threshold
MySEODoc,—,Seed,1000000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,2400.0,Pune,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Scale Labs,—,Seed,1000000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
HungerBox,b2b,Series A,4500000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Biryani By Kilo,catering,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Wholesome Habits (EAT Anytime),food and beverage,Seed,500000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
GoBumpr,automotive,Seed,600000.0,Mylapore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Fixpocket,computer,Seed,250000.0,Ahmedabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
edureka!,android,Series A,2000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Hashtag Loyalty Private Limited,analytics,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
ZunRoof,environmental consulting,Angel,199200.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Eggoz,food and beverage,Angel,144000.0,Indore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Sqrrl Fintech,big data,Seed,1000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
GalaxyCard,finance,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,technology,False
IndiQube,commercial real estate,Series A,15000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
EGK Foods,food and beverage,Seed,240000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
NirogStreet,apps,Seed,300000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Pixr8,digital media,Seed,50000.0,Ghaziabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Theranosis Life Sciences,biotechnology,Seed,1000000.0,Hyderabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Poshmiles Online Solutions Private Limited,travel,Seed,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Reculta,education,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Orbo.ai,internet,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Inntot Technologies,consumer electronics,Seed,1000000.0,Kochi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Zoctr Health,apps,Seed,1000000.0,Powai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Hey Deedee,delivery service,Seed,396000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
DigiConnectt Technologys,information services,Seed,125000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Locus.sh,big data,Series A,4000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Sports Flashes Pvt. Ltd,basketball,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Inc42,media and entertainment,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Picxy,internet,Seed,130000.0,Guntur,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Huddle,consulting,Seed,300000.0,Haryana,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Benepik,human resources,Seed,1000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Cash Suvidha,finance,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Smartcoin,big data,Seed,2000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Carmel Organics,agriculture,Series A,1000000.0,Indore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Roadcast,—,Angel,250000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Printline Media(ThePrint),digital media,Seed,418800.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Creditas Solutions,financial services,Seed,1000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
UrbanPiper,software,Seed,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Doxper,health care,Seed,864000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
i2ifunding,crowdfunding,Angel,600000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
ShakeDeal,b2b,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
HelloVerify,fraud detection,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Avail Finance,finance,Series A,17200000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Tripeur,information technology,Seed,600000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Wedeterna,wedding,Angel,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Stumagz,digital media,Seed,1000000.0,Hyderabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Doubtnut,e-learning,Seed,420000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
MCaffeine,consumer goods,Seed,384000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
TrustCheckr,information technology,Angel,100000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
HealthAssure,fitness,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Picture TIme,digital entertainment,Seed,3000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
1Crowd,crowdsourcing,Angel,3500000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Aarav Unmanned Systems,delivery,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Wellthy Therapeutics Pvt Ltd,health care,Seed,1620000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Nua,consumer goods,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Livehealth,health care,Seed,1100000.0,Pune,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Gramophone,farming,Seed,1000000.0,Indore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Ora,business travel,Seed,1000000.0,Kolkata,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Buddy4Study.com,career planning,Series A,3000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Predible Health,medical device,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Syncremedies Healthcare Pvt Ltd,alternative medicine,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Blueleaf Cyberspace Systems,internet,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Toffee,—,Seed,1500000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
HealWell24,dental,Seed,200000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
arzooo.com,consumer electronics,Seed,180000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Bonphul Air Products,cleantech,Angel,240000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
DheeYantra Research Labs,artificial intelligence,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Edyoo,education,Seed,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Chtrbox,advertising,Angel,120000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Aashiyaan Housing and Development Finance,financial services,Seed,1620000.0,Kolkata,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
BetterPlace Safety Solutions Pvt. Ltd.,human resources,Series A,3000000.0,Bangalore City,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Cashkumar,consumer lending,Seed,600000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Rocketium,marketing,Seed,240000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
FreightBazaar,transportation,Seed,1000000.0,Hyderabad,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
OPEN,banking,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
mfine,health care,Series A,4200000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Earth Food,food and beverage,Seed,768000.0,Pune,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Charcoal Eats,food processing,Seed,600000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Wishfie,apps,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
The Social Hook,marketing,Seed,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
FreightBro,apps,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Cricnwin,digital entertainment,Seed,1000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Wicked Ride Adventure Services Private Limited,automotive,Venture - Series Unknown,10000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Career Anna,commercial,Seed,480000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
ERUDITUS Executive Education,continuing education,Series C,40000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Gaia Smart Cities,smart cities,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Square Off,internet of things,Seed,1100000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
UrbanClap,apps,Series D,50000000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Hospals,medical,Seed,1500000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Kogta Financial India Limited,financial services,Series B,18480000.0,Jaipur,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Perspectico,career planning,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
The Souled Store,fashion,Venture - Series Unknown,3000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Hush - Speak Up. Make Work Better,communities,Seed,540000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Drivezy,automotive,Debt Financing,100000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Freyr Energy,energy,Series A,1500000.0,Hyderabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
NIRAMAI Health Analytix,health care,Seed,6000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
CloudSek,information technology,Seed,1680000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Lendbox,crowdfunding,Seed,720000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Verloop,customer service,Series A,3000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Flickstree,advertising,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Paymatrix,credit cards,Seed,100000.0,Hyderabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Idha Skin Clinic,beauty,Seed,60000.0,Bangalore City,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
InCred,banking,Private Equity,41900000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Vedantu,edtech,Series B,11000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Sportido,social media,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Stelis Biopharma,biopharma,Series B,100000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Magicpin,e-commerce,Series C,16920000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Try & Buy,e-commerce,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Mech Mocha,digital entertainment,Series B,3530000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Aye Finance,finance,Debt Financing,864000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Aldopay,mobile payments,Seed,200000.0,Chennai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Detect Technologies,artificial intelligence,Series A,3300000.0,Chennai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Signzy,computer,Series A,2880000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
CashRich,apps,Seed,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Cloudnine Hospitals,child care,Private Equity,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
CropIn Technologies,agriculture,Series B,6960000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Billdesk,finance,Venture - Series Unknown,1000000.0,Ahmedabad,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Yaantra,information services,Debt Financing,2000000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
TECHBOOZE,education,Seed,100000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
HealthifyMe,apps,Series B,6000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
hoi foods,food and beverage,Seed,432000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Perpule,apps,Series A,4080000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Royal Sundaram General Insurance Co. Limited,health insurance,Corporate Round,1500000.0,Kalpakkam,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
CleanseCar,automotive,Angel,420000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
DRIVEU,rental,Venture - Series Unknown,840000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Spinny,e-commerce,Series A,11000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Asset Reconstruction Company (India) Ltd.,financial services,Secondary Market,1000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Med365 Healthcare,health diagnostics,Seed,600000.0,Jaipur,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Dunzo,customer service,Debt Financing,840000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Mobile Premier League (MPL),gaming,Series A,5000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,technology,False
WalMart India,retail,Venture - Series Unknown,37680000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Cred,—,Seed,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Meesho,e-commerce,Series C,50000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,True
BhaskarGuru,search engine,Seed,1000000.0,Bhopal,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Gugu,battery,Seed,250000.0,Coimbatore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
FarmTaaza,agriculture,Series A,1000000.0,Bengaluru,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Vizzbee,artificial intelligence,Pre-Seed,20000.0,Bhopal,2019.0,Inflection Point Ventures,2018,1.0,technology,False
BIGPHI TECHNOLOGIES PVT. LTD.,fashion,Angel,900000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Mobycy,fitness,Angel,1000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Traveo Soft Pvt. Ltd.,mobile,,14400.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Em Personal Care,cosmetics,Seed,1000000.0,Worli,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Lucideus,consulting,Venture - Series Unknown,5000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Eupheus Learning,e-learning,Seed,1000000.0,Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
GamingMonk,esports,Series A,480000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Sukkhi Jewellery,fashion,Venture - Series Unknown,6120000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
INDwealth,financial services,Seed,26400000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Medikabazaar,b2b,Series A,5000000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
NIRA,credit,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Duroflex Pvt. Ltd.,consumer goods,Private Equity,22000000.0,Alleppey,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
Clensta,biotechnology,Seed,1000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Jetbrain Robotics,health care,Seed,70000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Medimetry,health care,Seed,1000000.0,Haryana,2019.0,Inflection Point Ventures,2018,1.0,technology,False
Healthkart,e-commerce,Venture - Series Unknown,10000000.0,Gurgaon,2019.0,Inflection Point Ventures,2018,1.0,technology,True
Indiabulls Ventures,financial services,Post-IPO Equity,1500000.0,Mumbai,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
Vistara,aerospace,Private Equity,1500000.0,Haryana,2019.0,Inflection Point Ventures,2018,1.0,non-technology,False
ClearTax,accounting,Series B,48000000.0,New Delhi,2019.0,Inflection Point Ventures,2018,1.0,non-technology,True
